reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2022.0606","food additives and flavourings","food","Garciania extract contaminated with ethylen oxide from India","01-02-2022 17:10:59","France","alert notification","serious","Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Cyprus,Czech Republic,France,French Guiana,French Polynesia,Georgia,Germany,Greece,Guadeloupe,Hong Kong,Hungary,Iceland,Italy,Latvia,Lithuania,Luxembourg,Malta,Martinique,Mongolia,Netherlands,Poland,Portugal,Romania,Réunion,Slovakia,Spain,Switzerland,Türkiye,United Kingdom","Austria,Belgium,Cyprus,France,Germany,Greece,INFOSAN,Iceland,Italy,Latvia,Luxembourg,Malta,Netherlands,Poland,Portugal,Slovakia,Spain,Switzerland","Austria,Belgium,Bulgaria,Cyprus,Czech Republic,Estonia,France,Germany,Greece,Hungary,Iceland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Spain,Switzerland","Austria,Belgium,Estonia,France,Germany,India,Italy,Luxembourg,Netherlands,Poland,Romania,Spain","Germany,India,Netherlands,Poland,Spain","ethylene oxide  "
"2022.0604","food contact materials","food contact material","Unauthorised use of bamboo fibres and melamine in tableware for kids from China, via Greece","01-02-2022 16:48:59","Poland","information notification for follow-up","not serious","Greece,Poland","","Poland","China,Greece,Poland","China",""
"2022.0603","prepared dishes and snacks","food","Salmonella in fresh stuffed pasta from France","01-02-2022 16:33:50","France","information notification for attention","serious","Côte d'Ivoire,Djibouti,New Caledonia","INFOSAN","","France","France","Salmonella  enteritidis "
"2022.0601","prepared dishes and snacks","food","foreign objects in prawn crackers","01-02-2022 15:41:29","Belgium","alert notification","serious","Belgium,Luxembourg","Belgium,Luxembourg","Germany,Luxembourg","Belgium,Germany","Germany",""
"2022.0600","meat and meat products (other than poultry)","food","Suspicion Salmonella in mini sausages 125 g from Belgium","01-02-2022 15:28:43","Romania","alert notification","serious","Belgium,Luxembourg,Romania","","Belgium,Luxembourg","Belgium,Romania","Belgium",""
"2022.0598","cereals and bakery products","food","Fumonisines in cornmeal from Peru","01-02-2022 15:22:35","Spain","border rejection notification","undecided","","","","Peru,Spain","Peru","fumonisins  "
"2022.0596","food additives and flavourings","food","Tamarind extract contaminated by ethylene oxide from India ","01-02-2022 13:47:19","France","alert notification","serious","France,Slovakia","INFOSAN","Slovakia","France,India","India","2-chloroethanol  ,ethylene oxide  "
"2022.0595","prepared dishes and snacks","food","allergen information is not clear on Hashtags Cheese + Paprika","01-02-2022 13:39:37","Netherlands","alert notification","serious","Poland","Netherlands","Poland","Netherlands","Netherlands",""
"2022.0593","fruits and vegetables","food","Ochratoxin-A in dried figs from Turkey","01-02-2022 12:02:23","Netherlands","border rejection notification","serious","","","","Netherlands,Türkiye","Türkiye","ochratoxin A  "
"2022.0590","dietetic foods, food supplements and fortified foods","food","prohibited substances yohimbine in food supplement traded online from UK","01-02-2022 09:53:27","Poland","information notification for attention","serious","Germany,Poland","Germany,INFOSAN,Switzerland","","Poland,United Kingdom,United States","United Kingdom",""
"2022.0589","herbs and spices","food","salmonella in Brazilian black pepper","01-02-2022 08:43:20","Netherlands","border rejection notification","serious","","","","Brazil,Netherlands","Brazil","Salmonella spp. "
"2022.0588","fruits and vegetables","food","Carbendazim and carbofuran in longan fruit from Cambodia","31-01-2022 17:53:05","Czech Republic","information notification for attention","serious","Czech Republic","INFOSAN","","Cambodia,Czech Republic","Cambodia","carbendazim  unauthorised substance,carbofuran  "
"2022.0587","fruits and vegetables","food","unauthorised substance chlorpyrifos in raisins from Uzbekistan ","31-01-2022 17:43:19","Netherlands","alert notification","serious","Albania,Belgium,Estonia,Ireland,Netherlands,Northern Ireland,Norway,Portugal,Suriname,Sweden,United Kingdom","INFOSAN,Ireland,Netherlands","Belgium,Estonia,Ireland,Netherlands,Norway,Portugal,Sweden","Netherlands,Türkiye","Uzbekistan","chlorpyrifos-methyl  "
"2022.0586","dietetic foods, food supplements and fortified foods","food","Interference with other tablets with possibility of too high intake of chromium, folic acid and iodine","31-01-2022 17:21:08","Belgium","alert notification","serious","Netherlands","","Netherlands","Belgium","Belgium",""
"2022.0585","feed materials","feed","Salmonella spp. in rapeseed extraction meal from Germany","31-01-2022 16:48:46","Germany","information notification for follow-up","not serious","Netherlands","","Netherlands","Germany,Netherlands","Germany","Salmonella  "
"2022.0584","other food product / mixed","food","illegal import (bovine DNA) of and egg undeclared on instant  noodles from China","31-01-2022 16:31:02","Italy","border rejection notification","serious","","","","China,Italy","China","egg  undeclared,import illegal "
"2022.0582","nuts, nut products and seeds","food","Elevated levels of cyanide in almonds from Spain","31-01-2022 16:09:37","Germany","alert notification","serious","Austria,Belgium,Croatia,Estonia,France,Germany,Hungary,Italy,Luxembourg,Romania,Slovenia,Spain,Switzerland","Austria,Belgium,Croatia,France,Germany,Portugal,Slovenia","Austria,Belgium,Croatia,Estonia,France,Germany,Hungary,Italy,Luxembourg,Portugal,Slovenia,Spain,Switzerland","Austria,France,Germany,Portugal,Slovenia,Spain","Spain","cyanide  too high content"
"2022.0578","nuts, nut products and seeds","food","aflatoxin in South African groundnuts","31-01-2022 14:06:00","Netherlands","border rejection notification","serious","","","","Netherlands,South Africa","South Africa","Aflatoxin B1  ,aflatoxin total "
"2022.0573","fruits and vegetables","food","acetamiprid in fresh pepper kapya from Turkey ","30-01-2022 10:16:30","Bulgaria","border rejection notification","serious","","","","Bulgaria,Romania,Türkiye","Türkiye","acetamiprid  "
"2022.0571","compound feeds","feed","Ruminant DNA in complete feed for carp from Austria","28-01-2022 17:00:07","Slovenia","information notification for follow-up","undecided","Slovenia","Slovenia","Austria","Austria,Slovenia","Austria","DNA ruminant presence"
"2022.0570","dietetic foods, food supplements and fortified foods","food","Ethylene oxide in food supplements from France","28-01-2022 16:47:23","France","alert notification","serious","France,Monaco,Slovakia","INFOSAN","Slovakia","France,India,Monaco","France,India","ethylene oxide  "
"2022.0569","cereals and bakery products","food","Chlorpyrifos-methyl in wheat products (gluten) from Belgium, with raw material from France","28-01-2022 16:38:02","Belgium","alert notification","serious","Belgium,Netherlands","Belgium","France,Netherlands","Belgium,France","Belgium,France","chlorpyrifos-methyl  "
"2022.0568","feed materials","feed","Salmonella detected in Feeder Mice from Lithuania ","28-01-2022 16:34:32","Lithuania","alert notification","serious","Netherlands,Poland,United Kingdom","INFOSAN,Lithuania","","Lithuania,United Kingdom","Lithuania",""
"2022.0567","other food product / mixed","food","Increased iodine content in dried seaweed from China, via Germany","28-01-2022 16:29:52","Germany","alert notification","serious","Austria,Belgium,Denmark,France,Germany,Malta,Netherlands,Sweden","Germany,INFOSAN","Austria,Belgium,Denmark,France,Malta,Netherlands,Sweden","China,Germany","China","iodine  high content"
"2022.0566","fruits and vegetables","food","Aflatossine oltre i limiti consentiti in Pistacchio in guscio da Iran/Aflatoxins beyond the allowed limits in Pistachio in shell from Iran ","28-01-2022 16:01:22","Italy","border rejection notification","serious","","","","Iran,Italy","Iran","Aflatoxin B1  ,aflatoxin total "
"2022.0565","poultry meat and poultry meat products","food","Salmonella newport  in carne pollame origine Polonia//Salmonella newport in poultry meat from Poland","28-01-2022 15:59:22","Italy","information notification for attention","not serious","","Poland","","Italy,Poland","Poland","Salmonella  "
"2022.0564","food contact materials","food contact material","unauthorized use of biosubstance (rice husk) in plastic food contact products","28-01-2022 15:57:31","Poland","information notification for attention","not serious","Poland","","","China,Poland,United Kingdom","China",""
"2022.0563","food contact materials","food contact material","Unauthorised use of bamboo fibres and melamine in tableware for kids from China, via Greece","28-01-2022 15:39:18","Poland","information notification for follow-up","not serious","Andorra,Bulgaria,Germany,Greece,Hungary,Italy,Poland,Romania,Spain","Greece,Poland","Greece","China,Greece,Poland,Spain","China",""
"2022.0562","fats and oils","food","Glycidyl ester in organic refined coconut oil from the Netherlands","28-01-2022 15:26:38","Netherlands","alert notification","serious","Aruba,Belgium,Croatia,Cyprus,Estonia,Finland,Hungary,Ireland,Luxembourg,Netherlands,Portugal,Spain,Suriname,Sweden,Åland Islands","INFOSAN,Netherlands,Sweden","Belgium,Croatia,Cyprus,Estonia,Finland,Hungary,Ireland,Luxembourg,Netherlands,Portugal,Spain,Sweden","Belgium,Netherlands,Sweden","Netherlands","glycidyl esters  "
"2022.0561","dietetic foods, food supplements and fortified foods","food","prohibited substances yohimbine, ephedra extract in food supplement traded online from USA via UK","28-01-2022 15:06:18","Poland","information notification for attention","serious","Poland","INFOSAN,Poland,Slovakia,United Kingdom","","Austria,Poland,Slovakia,United Kingdom,United States","United States",""
"2022.0559","dietetic foods, food supplements and fortified foods","food","Aloin in aloe juice from Italy","28-01-2022 14:34:38","Germany","alert notification","serious","Australia,Austria,Canada,France,Germany,Greece,Ireland,Luxembourg,Spain,United Kingdom","INFOSAN,Italy","Austria,France,Germany,Greece,Ireland,Italy,Luxembourg,Spain","Italy","Italy","aloin  high content"
"2022.0557","milk and milk products","food","absence of residue monitoring plan (dairy products) for butter powder from China","28-01-2022 14:02:07","Spain","border rejection notification","not serious","","","","China,Spain","China",""
"2022.0551","fruits and vegetables","food","Prochloraz in fresh lemons from Turkey ","28-01-2022 09:34:27","Bulgaria","border rejection notification","serious","","","","Bulgaria,Latvia,Türkiye","Türkiye","prochloraz  "
"2022.0550","fruits and vegetables","food","CHLORPYRIFOS IN LEMONS FROM TURKEY ","28-01-2022 09:32:44","Bulgaria","border rejection notification","undecided","","Romania","","Bulgaria,Romania,Türkiye","Türkiye","chlorpyrifos  "
"2022.0548","fruits and vegetables","food","Pesticide residues of cyprodinil in lettuces from Bosnia and Herzegovina","28-01-2022 08:49:48","Croatia","border rejection notification","serious","Croatia","","","Bosnia and Herzegovina,Croatia","Bosnia and Herzegovina","cyprodinil  "
"2022.0547","poultry meat and poultry meat products","food","Allergen lactose not listed on the chicken doner label ","27-01-2022 18:30:14","Netherlands","information notification for attention","serious","United Kingdom","INFOSAN","","Netherlands","Netherlands",""
"2022.0546","ices and desserts","food","Ethylene oxide in ice cream made from locust bean gum","27-01-2022 18:23:53","France","alert notification","serious","France,Gabon,Mauritius,Morocco,Singapore,Switzerland","INFOSAN","","France,Türkiye","France,Türkiye","ethylene oxide  "
"2022.0545","fruits and vegetables","food","Chlorpyrifos on tomatoes from Turkey","27-01-2022 18:17:51","Netherlands","alert notification","serious","Germany,Netherlands","INFOSAN","Germany","Netherlands,Türkiye","Türkiye","chlorpyrifos-methyl  "
"2022.0543","feed materials","feed","Salmonella infantis in frozen chicken meat cat 3 from Netherlands","27-01-2022 17:53:31","Italy","information notification for follow-up","not serious","","","Netherlands","Italy,Netherlands","Netherlands","Salmonella infantis "
"2022.0542","fruits and vegetables","food","Nuevo alimento no autorizado (Plinia cauliflora) de  Brasil. Unauthorised novel food (Plinia cauliflora) from Brazil","27-01-2022 17:51:53","Spain","border rejection notification","undecided","","","","Brazil,Spain","Brazil",""
"2022.0540","fruits and vegetables","food","Dimethoate in Chinese cabbage from Poland","27-01-2022 17:47:12","Germany","information notification for attention","serious","Germany,Poland","Poland","","Germany,Poland","Poland","dimethoate  "
"2022.0539","food additives and flavourings","food","ethylene oxide in Locust bean gum (2,5 mg/kg - ppm) from Turkey ","27-01-2022 17:19:26","France","alert notification","serious","Argentina,Brazil,Denmark,France,Georgia,Poland,Russia,Slovenia,Spain","France,INFOSAN","Denmark,Poland,Slovenia,Spain","France,Türkiye","France,Türkiye","2-chloroethanol  ,ethylene oxide  "
