reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2023.2331","poultry meat and poultry meat products","food","chicken legs contamiated with Listeria and Salmonella from Belgium","05-04-2023 15:23:39","Luxembourg","information notification for follow-up","not serious","Luxembourg","","","Belgium,Luxembourg","Belgium","Listeria spp ,Salmonella spp. "
"2023.2330","fish and products thereof ","food","Irregularities in labeling of canned tuna from Spain produced in Ecuador","05-04-2023 15:22:44","Spain","information notification for follow-up","potential risk","Andorra,Gibraltar,Italy,Romania,Spain","Spain","Spain","Ecuador,Italy,Spain","",""
"2023.2329","poultry meat and poultry meat products","food","Salmonella enteritidis  in chicken meat from Spain","05-04-2023 15:11:47","Belgium","alert notification","serious","Belgium,Germany,Portugal,Spain","Spain","Belgium,Portugal,Spain","Belgium,Portugal,Spain","Spain","Salmonella Enteritidis "
"2023.2328","food contact materials","food contact material","migration of chromium (0.2 mg/kg - ppm) from stainless steel knives from China","05-04-2023 15:03:20","Italy","information notification for attention","potentially serious","","","","China,Italy","China","chromium  migration"
"2023.2327","fruits and vegetables","food","Fipronil in mukunuwenna from Sri Lanka","05-04-2023 15:03:15","France","border rejection notification","undecided","","","","France,Sri Lanka","Sri Lanka","fipronil  unauthorised substance"
"2023.2326","bivalve molluscs and products thereof","food","Norovirus in oysters from France","05-04-2023 14:32:05","Belgium","information notification for attention","serious","Belgium","Belgium","","Belgium,France","France","norovirus  "
"2023.2321","nuts, nut products and seeds","food","Presenza di Aflatossine oltre i limiti consentiti in Pistacchi con guscio dall'Iran/ aflatoxins beyond the permitted limits in shelled pistachios from Iran","05-04-2023 13:44:59","Italy","border rejection notification","serious","","","","Iran,Italy","Iran","Aflatoxin B1  ,aflatoxin total "
"2023.2319","nuts, nut products and seeds","food","Aflatoxin in groundnuts from Argentina","05-04-2023 12:49:26","Netherlands","information notification for attention","serious","Netherlands","INFOSAN","","Argentina,Netherlands","Argentina","Aflatoxin B1  ,aflatoxin total "
"2023.2318","nuts, nut products and seeds","food","aflatoxin in Indian groundnuts","05-04-2023 12:46:39","Netherlands","border rejection notification","serious","","","","India,Netherlands,Switzerland","India","Aflatoxin B1  ,aflatoxin total "
"2023.2316","herbs and spices","food","Profenofos in green chili from Kenya","05-04-2023 12:27:18","France","border rejection notification","not serious","","","","France,Kenya","Kenya","profenofos  unauthorised substance"
"2023.2315","nuts, nut products and seeds","food","Non/incorrectly labeled allergen (peanut) in organic almond paste from Greece","05-04-2023 11:58:31","Germany","alert notification","serious","Austria,Germany","","Greece,Italy","Germany,Greece","Greece,United States","peanut  undeclared"
"2023.2314","herbs and spices","food","Dinotefuran in green tea from China","05-04-2023 11:56:12","France","border rejection notification","undecided","","","","China,France","China","dinotefuran  "
"2023.2306","fruits and vegetables","food","Chlorpyrifos in okra","05-04-2023 10:11:27","Belgium","information notification for attention","serious","Belgium","INFOSAN","Egypt","Belgium,Egypt","Egypt","chlorpyrifos  "
"2023.2302","fruits and vegetables","food","Flubendiamid in mukunuwenna from Sri Lanka","04-04-2023 18:43:24","France","border rejection notification","undecided","","","","France,Sri Lanka","Sri Lanka","flubendiamide  "
"2023.2301","feed materials","feed","Excess level of ragweed in wild bird feed from Belgium","04-04-2023 17:45:02","Denmark","alert notification","serious","Denmark,Sweden","Belgium,Denmark,Sweden","","Belgium,Denmark","Belgium","ragweed (Ambrosia spp.) seeds  too high content"
"2023.2300","prepared dishes and snacks","food","Foreign bodies in sandwiches from France","04-04-2023 17:34:02","France","information notification for attention","potentially serious","Andorra","INFOSAN","","France","France",""
"2023.2298","fruits and vegetables","food","Acephate in green beans from Kenya","04-04-2023 17:31:14","France","border rejection notification","serious","","","","France,Kenya","Kenya","acephate  unauthorised substance"
"2023.2297","confectionery","food","Unauthorised food additives (E415 and E440) in jelly-candy from Japan","04-04-2023 17:10:34","Denmark","information notification for attention","serious","Denmark","INFOSAN","","Japan","Japan",""
"2023.2296","crustaceans and products thereof","food","Presence of sulphur dioxide exceeding legal limits in frozen prawns from Ireland","04-04-2023 17:08:58","Italy","information notification for follow-up","not serious","Italy","Ireland,Italy","Ireland","Ireland,Italy","Ireland","E220- sulfur dioxide  too high content"
"2023.2294","other food product / mixed","food","No traceability or labelling on different variety of foods including products of animal origin from Moldova","04-04-2023 16:11:32","European Commission","border rejection notification","potential risk","Northern Ireland","Ireland,Moldova,Northern Ireland","","Moldova","Moldova",""
"2023.2292","feed materials","feed","Tuberculosis in humans and cats from probably raw petfood with ruminant long as origine","04-04-2023 15:32:16","Netherlands","alert notification","serious","Netherlands","","","Germany,Netherlands","Germany",""
"2023.2288","poultry meat and poultry meat products","food","Salmonella Infantis (in 2 out of 5 units) in fresh chicken thighs from Poland","04-04-2023 12:48:59","Latvia","information notification for attention","not serious","Latvia","Latvia,Poland","","Latvia,Poland","Poland","Salmonella infantis "
"2023.2284","feed materials","feed","too high count of Enterobacteriaceae (360 CFU/g) in fish meal from Morocco","04-04-2023 11:09:55","Spain","information notification for attention","not serious","Spain","","","Morocco,Spain","Morocco","Enterobacteriaceae  too high count"
"2023.2283","milk and milk products","food","Detection of shigatoxin producing E. coli in goat cheese","04-04-2023 09:56:49","France","alert notification","serious","Belgium","France","Belgium","France","France","Escherichia coli shigatoxin-producing "
"2023.2282","nuts, nut products and seeds","food","Chlorpyrifos residues in kola nuts","04-04-2023 09:36:23","France","alert notification","serious","Austria,Belgium,Bulgaria,Croatia,Germany,Mexico,Netherlands,Spain,Switzerland","Bulgaria","Austria,Belgium,Croatia,Netherlands,Switzerland","France,Germany,Spain","France,Spain","chlorpyrifos  unauthorised substance"
"2023.2280","pet food","feed","Authorised feed additive over the maximun level in ornamental fish feed","04-04-2023 09:23:29","Spain","border rejection notification","undecided","","","","China,Spain","China",""
"2023.2276","herbs and spices","food","Sallmonela spp in paprika powder from China","03-04-2023 18:38:32","Slovenia","border rejection notification","serious","Hungary","Hungary","","China,Hungary","China","Salmonella spp. "
"2023.2275","bivalve molluscs and products thereof","food","Norovirus in oysters from France","03-04-2023 17:45:54","Belgium","information notification for attention","serious","Belgium","France","Belgium","Belgium,France","France","norovirus  "
"2023.2274","nuts, nut products and seeds","food","Salmonella spp.in sesame paste from Syria","03-04-2023 17:36:10","Germany","alert notification","serious","Austria,Belgium,Denmark,France,Germany,Italy,Netherlands,Poland,Sweden","Germany,INFOSAN","Austria,Belgium,Denmark,France,Italy,Netherlands,Poland,Sweden","Germany,Syria","Syria","Salmonella spp. "
"2023.2273","bivalve molluscs and products thereof","food","too high count of Escherichia coli (4800 /100g) in live clams from the Netherlands","03-04-2023 17:19:30","Netherlands","alert notification","serious","Austria,Belgium,Czech Republic,France,Germany,Luxembourg,Poland","Belgium","Austria,Belgium,Czech Republic,France,Germany,Luxembourg,Netherlands,Poland","France,Netherlands,Slovakia","Netherlands","Escherichia coli  "
"2023.2272","milk and milk products","food","Listeria monocytogenes in kajmak from Austria","03-04-2023 16:51:33","Austria","information notification for attention","serious","Croatia","Croatia","","Austria,Croatia","Austria","Listeria monocytogenes "
"2023.2271","meat and meat products (other than poultry)","food","STEC in filet americain from Belgium","03-04-2023 16:30:11","Netherlands","information notification for attention","serious","Netherlands","Belgium","","Belgium,Netherlands","Belgium","Escherichia coli shigatoxin-producing "
"2023.2270","cocoa and cocoa preparations, coffee and tea","food","Unauthorised novel foods and labelling deficiencies in food supplements (tea) from the Czech Republic","03-04-2023 16:25:57","Germany","information notification for follow-up","potential risk","Czech Republic,Germany","","Czech Republic","Czech Republic,Germany","Czech Republic","labelling  incorrect,novel food ingredient  "
"2023.2266","feed premixtures","feed","Salmonella in soybean meal from the Netherlands","03-04-2023 15:26:26","Netherlands","information notification for follow-up","not serious","Finland","","Finland","Finland,Netherlands","Netherlands","Salmonella spp. "
"2023.2265","herbs and spices","food","Salmonella spp. in black pepper from Brazil","03-04-2023 15:25:06","Germany","border rejection notification","serious","","","","Brazil,Germany","Brazil","Salmonella spp. "
"2023.2263","fruits and vegetables","food","Monocrotophos in Amla from India","03-04-2023 15:13:57","Germany","information notification for attention","potential risk","Germany","INFOSAN","","Germany,India","India","monocrotophos  unauthorised substance"
"2023.2262","nuts, nut products and seeds","food","High prussic acid content in organic linseed from Kazakhstan","03-04-2023 15:03:27","Germany","alert notification","potentially serious","Bahrain,Denmark,France,Germany,Italy,Lithuania,Romania","Germany","Germany,Italy,Lithuania,Romania","Germany,Kazakhstan,Lithuania","Kazakhstan","cyanide  too high content"
"2023.2261","crustaceans and products thereof","food","presence of vibrio parahaemolyticus in frozen aquaculture shrimps","03-04-2023 14:55:56","Greece","information notification for attention","potential risk","Greece","","","Ecuador","Ecuador","Vibrio parahaemolyticus "
"2023.2259","nuts, nut products and seeds","food","Salmonella Senftenberg in sesame seeds from India","03-04-2023 14:47:52","Germany","border rejection notification","serious","Austria","","","Austria,India","India","Salmonella Senftenberg "
"2023.2258","prepared dishes and snacks","food","Listeria monocytogenes (in 3 out of 5 samples) in dumplings (pierogi) with meat filling from Poland","03-04-2023 14:38:30","Poland","alert notification","potentially serious","Belgium,France,Ireland,Netherlands,Poland,Sweden,United Kingdom","France,INFOSAN,Poland","Belgium","Netherlands,Poland","Poland","Listeria monocytogenes "
"2023.2256","dietetic foods, food supplements and fortified foods","food","Unauthorized novel food (Eurycoma longifolia) in food supplements from the United States delivered to BE","03-04-2023 14:17:24","Belgium","information notification for attention","potential risk","Belgium,United States","INFOSAN","United States","United States","United States",""
"2023.2248","herbs and spices","food","Incorrect identification code on the packaging of tumeric from India","03-04-2023 11:25:49","Slovenia","border rejection notification","no risk","Austria","INFOSAN","Austria","Austria,India","India",""
"2023.2245","herbs and spices","food","Incorrect identification code on the packaging of cardamom from India","03-04-2023 10:33:50","Slovenia","border rejection notification","no risk","Austria","","","Austria,India","India",""
"2023.2244","cereals and bakery products","food","Fumonisins in corn snack for children","03-04-2023 10:32:57","Finland","alert notification","potentially serious","Netherlands","Belgium","Netherlands","Finland,Netherlands","Finland","fumonisins  "
"2023.2236","poultry meat and poultry meat products","food","Salmonella Infantis in poultry meat products from the Netherlands","31-03-2023 17:24:00","France","information notification for follow-up","not serious","France","","Netherlands","France,Netherlands","Netherlands","Salmonella spp. "
"2023.2235","feed materials","feed","Salmonella in sunflower meal extracted","31-03-2023 17:23:51","Austria","information notification for attention","not serious","","","","Austria,Serbia","Serbia","Salmonella Tennessee "
